path	role	status	scope	stage	class	hunk	lines_minus_plus	basis
rebuild/lanes/b/tooling/packages/S7.json	edited	M	declared	S10	R	-45 +45	1/1	declared edited: re-pin (hex digests only)
rebuild/lanes/b/tooling/packages/S8.json	edited	M	declared	S10	R	-45 +45	1/1	declared edited: re-pin (hex digests only)
rebuild/lanes/b/tooling/packages/S9.json	superseded-by-child	M	declared	S10	R	-45 +45	1/1	declared superseded-by-child: re-pin (hex digests only)
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-273 +273	1/1	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-296 +296	2/5	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-330 +333	2/6	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-393 +400	1/5	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-420 +432	0/1	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-458 +470	1/3	declared edited: test/cell bytes
rebuild/lanes/b/tooling/test/pinned-unchanged-and-ruled-substitutions.test.cjs	edited	M	declared	S10	N	-478 +493	0/1	declared edited: test/cell bytes
rebuild/lanes/c/COPY-LOCK.md	undeclared	A	undeclared	S10	N	-0 +1	0/96	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/GSS-ANNEX-G6-G8-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/49	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/GSS-ANNEX-LOG-TIMING-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/57	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/GSS-ANNEX-TIMING-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/51	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/GYM-SETTINGS-WRITER-SEAL-BUILD-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/60	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-BUILD-REPORT-2.md	undeclared	A	undeclared	S10	N	-0 +1	0/1023	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-BUILD-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/831	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-BUILD-REVIEW-R1.md	undeclared	A	undeclared	S10	N	-0 +1	0/273	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-BUILD-REVIEW-R2.md	undeclared	A	undeclared	S10	N	-0 +1	0/356	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-FENCE-CHECK-F2.md	undeclared	A	undeclared	S10	N	-0 +1	0/403	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-FENCE-PRECONDITIONS-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/472	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-FENCE-REVIEW-F1.md	undeclared	A	undeclared	S10	N	-0 +1	0/757	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-SPEC-REVIEW-R1.md	undeclared	A	undeclared	S10	N	-0 +1	0/452	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-SPEC-REVIEW-R2.md	undeclared	A	undeclared	S10	N	-0 +1	0/551	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-SPEC-REVIEW-R3.md	undeclared	A	undeclared	S10	N	-0 +1	0/705	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-SPEC.md	undeclared	A	undeclared	S10	N	-0 +1	0/2280	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/TODAY-SPLIT-SR31-SR32-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/52	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split-spike/BLIND.md	undeclared	A	undeclared	S10	N	-0 +1	0/67	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split-spike/CROSSINGS.md	undeclared	A	undeclared	S10	N	-0 +1	0/286	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split-spike/REACH.md	undeclared	A	undeclared	S10	N	-0 +1	0/104	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split-spike/SPIKE-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/340	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split-spike/blind.cjs	new	A	declared	S10	N	-0 +1	0/160	declared new: new file
rebuild/lanes/c/today-split-spike/capture.cjs	new	A	declared	S10	N	-0 +1	0/224	declared new: new file
rebuild/lanes/c/today-split-spike/census.cjs	new	A	declared	S10	N	-0 +1	0/300	declared new: new file
rebuild/lanes/c/today-split-spike/cut.cjs	new	A	declared	S10	N	-0 +1	0/1148	declared new: new file
rebuild/lanes/c/today-split-spike/gen-interface.cjs	new	A	declared	S10	N	-0 +1	0/684	declared new: new file
rebuild/lanes/c/today-split-spike/gen-lanes.cjs	new	A	declared	S10	N	-0 +1	0/317	declared new: new file
rebuild/lanes/c/today-split-spike/gen-regions.cjs	new	A	declared	S10	N	-0 +1	0/134	declared new: new file
rebuild/lanes/c/today-split-spike/gen-witness.cjs	new	A	declared	S10	N	-0 +1	0/247	declared new: new file
rebuild/lanes/c/today-split-spike/reach.cjs	new	A	declared	S10	N	-0 +1	0/323	declared new: new file
rebuild/lanes/c/today-split-spike/regions.json	new	A	declared	S10	N	-0 +1	0/9908	declared new: new file
rebuild/lanes/c/today-split-spike/resolve.cjs	new	A	declared	S10	N	-0 +1	0/163	declared new: new file
rebuild/lanes/c/today-split-spike/test/instruments.test.cjs	new	A	declared	S10	N	-0 +1	0/1298	declared new: new file
rebuild/lanes/c/today-split/PART1-CROSSINGS.md	undeclared	A	undeclared	S10	N	-0 +1	0/105	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split/PART2-CROSSINGS.md	undeclared	A	undeclared	S10	N	-0 +1	0/231	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/c/today-split/PART2-CUT-REPORT.json	new	A	declared	S10	N	-0 +1	0/4713	declared new: new file
rebuild/lanes/c/today-split/PART2-DOM-LISTENERS.mjs	new	A	declared	S10	N	-0 +1	0/159	declared new: new file
rebuild/lanes/c/today-split/writer-fence.test.mjs	new	A	declared	S10	N	-0 +1	0/2264	declared new: new file
rebuild/lanes/c/ui-port/sealed-inventory-fence.test.mjs	edited	M	declared	S10	N	-1791 +1792	0/26	declared edited: test/cell bytes
rebuild/lanes/e/CAPTURE-REPAIR-REPORT.md	undeclared	A	undeclared	S10	N	-0 +1	0/48	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-COPYLOCK-CI-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/177	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-COPYLOCK-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/54	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-COPYLOCK-l2.md	undeclared	A	undeclared	S10	N	-0 +1	0/68	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-DECLARE-COPYLOCK-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/74	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-INTEGRATION-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/108	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-INTEGRATION-l3.md	undeclared	A	undeclared	S10	N	-0 +1	0/123	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-INTEGRATION-l4.md	undeclared	A	undeclared	S10	N	-0 +1	0/97	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-INTEGRATION-l5.md	undeclared	A	undeclared	S10	N	-0 +1	0/145	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-R11-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/95	new record file (report/review/brief/spec), not product, no execution route
rebuild/lanes/fable/reviews/REVIEW-S10-T3C-l1.md	undeclared	A	undeclared	S10	N	-0 +1	0/110	new record file (report/review/brief/spec), not product, no execution route
rebuild/m3/w7-preview/measure/test/boundary.test.mjs	edited	M	declared	S10	N	-140 +140	1/9	declared edited: test/cell bytes
rebuild/m3/w7-preview/measure/test/boundary.test.mjs	edited	M	declared	S10	N	-151 +160	0/43	declared edited: test/cell bytes
rebuild/m3/w7-preview/measure/test/boundary.test.mjs	edited	M	declared	S10	N	-161 +212	1/1	declared edited: test/cell bytes
rebuild/m3/w7-preview/measure/test/boundary.test.mjs	edited	M	declared	S10	N	-237 +289	0/41	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/build.mjs	undeclared	M	undeclared	S10	R	-105 +106	0/10	S9-released build composition (undeclared by brief 4.3): REQUIRED_INPUTS adds per TODAY-SPLIT-SPEC B.10 / brief 4.1
rebuild/m3/w7-preview/today/build.mjs	undeclared	M	undeclared	S10	R	-112 +123	0/4	S9-released build composition (undeclared by brief 4.3): REQUIRED_INPUTS adds per TODAY-SPLIT-SPEC B.10 / brief 4.1
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-97 +98	0/4	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-101 +104	1/0	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-109 +113	0/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-126 +130	7/4	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-134 +135	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-135 +137	0/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-136 +139	0/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-139 +144	0/10	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-204 +218	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-216 +230	2/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-219 +233	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-230 +244	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-232 +246	2/22	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-234 +269	0/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-237 +273	1/4	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-239 +279	0/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-241 +281	3/15	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-246 +298	5/5	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-252 +303	21/0	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-274 +305	15/38	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-304 +358	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-310 +364	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-328 +382	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-336 +390	2/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-342 +396	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-360 +414	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-375 +429	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-382 +436	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-385 +439	8/3	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-401 +450	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-407 +456	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-410 +460	0/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-413 +464	4/3	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-439 +488	1/0	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-441 +490	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-444 +494	0/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-467 +517	11/7	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-481 +527	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-483 +529	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-486 +533	0/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-511 +559	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-513 +561	3/19	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-518 +582	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-528 +592	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-531 +595	2/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-541 +605	3/3	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-app.mjs	released	M	declared	B	N	-546 +610	2/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-1 +1	1/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-3 +3	27/4	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-30 +8	0/38	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-32 +47	2/1	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-36 +50	20/81	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-58 +133	4/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-63 +136	2/9	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-67 +146	1/0	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-69 +148	1/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-77 +157	2/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-82 +162	20/5	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-102 +168	0/206	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/gym-settings-lane.mjs	new	A	declared	B	N	-103 +375	0/2	Track B GSS writer work (b35a48e -> head)
rebuild/m3/w7-preview/today/machine-settings-view.mjs	new	M	declared	S10	N	-11 +11	4/3	declared new: product/tooling bytes
rebuild/m3/w7-preview/today/machine-settings-view.mjs	new	M	declared	S10	N	-19 +19	0/1	declared new: product/tooling bytes
rebuild/m3/w7-preview/today/machine-settings-view.mjs	new	M	declared	S10	N	-21 +21	1/1	declared new: product/tooling bytes
rebuild/m3/w7-preview/today/machine-settings-view.mjs	new	M	declared	S10	N	-23 +24	0/1	declared new: product/tooling bytes
rebuild/m3/w7-preview/today/machine-settings-view.mjs	new	M	declared	S10	N	-36 +36	23/0	declared new: product/tooling bytes
rebuild/m3/w7-preview/today/test/copy-lock-measure.mjs	new	A	declared	S10	N	-0 +1	0/75	declared new: new file
rebuild/m3/w7-preview/today/test/copy-lock-states.mjs	new	A	declared	S10	N	-0 +1	0/166	declared new: new file
rebuild/m3/w7-preview/today/test/copy-lock.cjs	new	A	declared	S10	N	-0 +1	0/311	declared new: new file
rebuild/m3/w7-preview/today/test/copy-lock.corpus.json	new	A	declared	S10	N	-0 +1	0/7742	declared new: new file
rebuild/m3/w7-preview/today/test/copy-lock.test.mjs	new	A	declared	S10	N	-0 +1	0/215	declared new: new file
rebuild/m3/w7-preview/today/test/food.test.mjs	edited	M	declared	S10	N	-842 +842	1/9	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/food.test.mjs	edited	M	declared	S10	N	-1169 +1177	1/5	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/gss-annex-g6-g8.test.mjs	new	A	declared	S10	N	-0 +1	0/514	declared new: new file
rebuild/m3/w7-preview/today/test/gss-annex-identity-reentrancy.test.mjs	new	A	declared	S10	N	-0 +1	0/85	declared new: new file
rebuild/m3/w7-preview/today/test/gss-annex-log-timing.test.mjs	new	A	declared	S10	N	-0 +1	0/363	declared new: new file
rebuild/m3/w7-preview/today/test/gss-annex-remount.test.mjs	new	A	declared	S10	N	-0 +1	0/395	declared new: new file
rebuild/m3/w7-preview/today/test/gss-annex-timing.test.mjs	new	A	declared	S10	N	-0 +1	0/351	declared new: new file
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-27 +28	0/1	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-401 +402	1/2	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-405 +408	0/1	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-408 +411	2/3	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-411 +415	2/3	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-759 +764	1/9	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-788 +802	0/7	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-790 +810	2/2	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/machine-settings-ui.test.mjs	edited	M	declared	S10	N	-1189 +1210	0/446	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-135 +135	1/10	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-162 +172	0/4	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-165 +178	5/5	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-214 +227	1/1	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-223 +236	4/4	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/package.test.cjs	edited	M	declared	S10	N	-241 +254	1/1	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/problem.test.mjs	edited	M	declared	S10	N	-1100 +1100	1/4	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/problem.test.mjs	edited	M	declared	S10	N	-1621 +1624	1/9	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/problem.test.mjs	edited	M	declared	S10	N	-3584 +3596	0/93	declared edited: test/cell bytes
rebuild/m3/w7-preview/today/test/setup.test.mjs	edited	M	declared	S10	N	-2365 +2365	1/9	declared edited: test/cell bytes
rebuild/m4/import/local-source-profile.cjs	edited	M	declared	S10	R	-16 +16	1/1	declared edited: re-pin (hex digests only)
rebuild/m4/import/test/engine-pins-unprotected.test.cjs	new	A	declared	S10	N	-0 +1	0/34	declared new: new file
rebuild/m4/import/test/s3/s3-portable-sources.json	new	M	declared	S10	R	-130 +130	1/1	declared new: re-pin (hex digests only)
rebuild/m4/import/test/s3/s3-portable-sources.json	new	M	declared	S10	R	-138 +138	1/1	declared new: re-pin (hex digests only)
rebuild/m4/import/test/s3/s3-portable-sources.json	new	M	declared	S10	R	-318 +318	1/1	declared new: re-pin (hex digests only)
rebuild/m4/import/test/s3/s3-portable-sources.json	new	M	declared	S10	R	-418 +418	1/1	declared new: re-pin (hex digests only)
rebuild/m4/spec/configured-history-candidate/run.cjs	new	M	declared	S10	R	-24 +24	1/1	declared new: re-pin (hex digests only)
rebuild/m4/workout/engine-capture.cjs	new	M	declared	S10	N	-69 +69	1/1	declared new: product/tooling bytes
rebuild/m4/workout/test/configuration-capture.test.cjs	new	M	declared	S10	N	-79 +79	2/5	declared new: test/cell bytes
rebuild/m4/workout/test/engine-capture-proposed.test.cjs	new	A	declared	S10	N	-0 +1	0/156	declared new: new file
rebuild/m4/workout/test/engine-capture.test.cjs	new	M	declared	S10	N	-80 +80	2/7	declared new: test/cell bytes
rebuild/m4/workout/test/s10-engine-files-differential.cjs	new	A	declared	S10	N	-0 +1	0/129	declared new: new file
rebuild/m4/workout/test/s10-supersede-defect-witnesses.test.cjs	new	A	declared	S10	N	-0 +1	0/211	declared new: new file
rebuild/m4/workout/test/s10-supersede-inherited-carriers.test.cjs	new	A	declared	S10	N	-0 +1	0/178	declared new: new file
rebuild/m4/workout/test/s10-supersede-second-gate.test.cjs	new	A	declared	S10	N	-0 +1	0/202	declared new: new file
rebuild/m4/workout/test/s10-supersede-source-carriers.test.cjs	new	A	declared	S10	N	-0 +1	0/231	declared new: new file
rebuild/m4/workout/test/s10-supersede-writers-differential.test.cjs	new	A	declared	S10	N	-0 +1	0/228	declared new: new file
